param_classifier__learning_rate,Mean_CV_Accuracy
0.15,0.9530742140762685
0.2,0.9520996009240702
0.1,0.9516104229988346
0.3,0.9510133186743726
0.05,0.9464536885340004
0.02,0.9428012571769704
0.01,0.9307662207685033
