param_classifier__max_depth,Mean_CV_Accuracy
5,0.9557357236083553
7,0.9520171603485915
8,0.9499161190327591
6,0.9467097765659738
9,0.9466789501869963
4,0.943196712252931
3,0.9286928775401727
