mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__metric,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.033318376541137694,0.0028693586693257483,0.02626667022705078,0.0010387056628365326,manhattan,11,2,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 11, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.849112426035503,0.8816568047337278,0.9112426035502958,0.8724035608308606,0.8486646884272997,0.8726160167155375,0.023237379790421554,19
0.03139653205871582,0.0014074351167506914,0.02611222267150879,0.003479996020694642,manhattan,15,1,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8106508875739645,0.8284023668639053,0.849112426035503,0.8308605341246291,0.8219584569732937,0.8281969343142592,0.012580756067661578,46
0.030931377410888673,0.0019268262233945353,0.02694244384765625,0.0014365891365266362,manhattan,15,1,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8431952662721893,0.8757396449704142,0.9023668639053254,0.8813056379821959,0.8427299703264095,0.8690674766913068,0.023091882225785683,22
0.03188586235046387,0.0022868838032224733,0.025383567810058592,0.0011047481337332751,manhattan,15,2,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 15, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8106508875739645,0.8284023668639053,0.849112426035503,0.8308605341246291,0.8219584569732937,0.8281969343142592,0.012580756067661578,46
0.03235158920288086,0.002275172471934851,0.02722649574279785,0.0012092431579564637,manhattan,15,2,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 15, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8431952662721893,0.8757396449704142,0.9023668639053254,0.8813056379821959,0.8427299703264095,0.8690674766913068,0.023091882225785683,22
0.03205652236938476,0.001783406590039739,0.02571263313293457,0.001074087533451637,manhattan,21,1,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 21, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.7958579881656804,0.7810650887573964,0.834319526627219,0.8100890207715133,0.7893175074183977,0.8021298263480414,0.018690854556372056,61
0.030364084243774413,0.0024464720708760636,0.02692561149597168,0.0008188378884805791,manhattan,21,1,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 21, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8195266272189349,0.849112426035503,0.8816568047337278,0.8516320474777448,0.827893175074184,0.845964216108019,0.021640263636573388,34
0.03038778305053711,0.0018774139363687613,0.026004648208618163,0.0017465154346163886,manhattan,21,2,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 21, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.7958579881656804,0.7810650887573964,0.834319526627219,0.8100890207715133,0.7893175074183977,0.8021298263480414,0.018690854556372056,61
0.03171687126159668,0.0022700150984098413,0.02677764892578125,0.002178347541539919,manhattan,21,2,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 21, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8195266272189349,0.849112426035503,0.8816568047337278,0.8516320474777448,0.827893175074184,0.845964216108019,0.021640263636573388,34
0.030092763900756835,0.001971918004048189,0.02502584457397461,0.0011288647556199228,minkowski,3,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.8757396449704142,0.893491124260355,0.8875739644970414,0.8902077151335311,0.8694362017804155,0.8832897301283514,0.009156480289646258,10
0.03569893836975098,0.005733140603176306,0.024973630905151367,0.0013204455478450076,minkowski,3,1,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 3, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.8846153846153846,0.8964497041420119,0.893491124260355,0.8783382789317508,0.8694362017804155,0.8844661387459836,0.00988461581000369,4
0.03261933326721191,0.004371203453805978,0.01823902130126953,0.0013734243828201283,minkowski,3,2,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.8136094674556213,0.8402366863905325,0.8402366863905325,0.8427299703264095,0.8338278931750742,0.8341281407476341,0.01067451389164141,40
0.033040618896484374,0.005156306898256689,0.018456029891967773,0.00046463937096412236,minkowski,3,2,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 3, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8224852071005917,0.8520710059171598,0.863905325443787,0.8486646884272997,0.8367952522255193,0.8447842958228714,0.014105612641577324,37
